2022-01,2022,1,580.5
2022-01,2022,1,16149.2
2022-01,2022,1,48
2022-01,2022,1,682.5
2022-01,2022,1,41850.17
2022-01,2022,1,0
2022-01,2022,1,51836.7
2022-01,2022,1,71163.7
2022-01,2022,1,294511.07
2022-01,2022,1,68884.3
2022-01,2022,1,2204
2022-01,2022,1,7190
2022-01,2022,1,26644.6
2022-01,2022,1,37294.2
2022-01,2022,1,260733.9
2022-01,2022,1,29367.7
2022-01,2022,1,2695
2022-01,2022,1,0
2022-01,2022,1,3209.1
2022-01,2022,1,68424.4
2022-01,2022,1,888.5
2022-01,2022,1,33461.4
2022-01,2022,1,534
2022-01,2022,1,95946.4
2022-01,2022,1,386549.82
2022-01,2022,1,33682.4
2022-01,2022,1,152962.5
2022-01,2022,1,780542.05
2022-01,2022,1,414
2022-01,2022,1,314.1
2022-01,2022,1,1664
2022-01,2022,1,139.6
2022-01,2022,1,174.5
2022-01,2022,1,747947.36
2022-01,2022,1,72282.8
2022-01,2022,1,10584
2022-01,2022,1,33810
2022-01,2022,1,68806.8
2022-01,2022,1,1601.7
2022-01,2022,1,39871.1
2022-01,2022,1,0
2022-01,2022,1,73854.95
2022-01,2022,1,6565
2022-01,2022,1,1441502.47
2022-01,2022,1,1189.2
2022-01,2022,1,1462196.45
2022-01,2022,1,2592
2022-01,2022,1,1767
2022-01,2022,1,348922.11
2022-01,2022,1,78460.2
2022-01,2022,1,326.8
2022-01,2022,1,935.3
2022-01,2022,1,0
2022-01,2022,1,303441.05
2022-01,2022,1,61229
2022-01,2022,1,0
2022-01,2022,1,2070.9
2022-01,2022,1,9280802.81
2022-01,2022,1,200796.04
2022-01,2022,1,276743.63
2022-01,2022,1,190241.2
2022-01,2022,1,4337.1
2022-01,2022,1,11258
2022-01,2022,1,45102.5
2022-01,2022,1,135873.2
2022-01,2022,1,163.8
2022-01,2022,1,29128
2022-01,2022,1,128
2022-01,2022,1,0
2022-01,2022,1,0
2022-01,2022,1,368117.9
2022-01,2022,1,21497.5
2022-01,2022,1,0
2022-01,2022,1,398290.62
2022-01,2022,1,0
2022-01,2022,1,276
2022-01,2022,1,62098.5
2022-01,2022,1,15388
2022-01,2022,1,191358.3
2022-01,2022,1,15641.6
2022-01,2022,1,30998.4
2022-01,2022,1,945.5
2022-01,2022,1,166781.03
2022-01,2022,1,178
2022-01,2022,1,2940
2022-01,2022,1,998
2022-01,2022,1,4999
2022-01,2022,1,2999
2022-01,2022,1,100
2022-01,2022,1,0
2022-01,2022,1,499
2022-01,2022,1,35828.2
2022-01,2022,1,234
2022-01,2022,1,158241.32
2022-01,2022,1,2905.76
2022-01,2022,1,1325668.7
2022-01,2022,1,0
2022-01,2022,1,599261.64
2022-01,2022,1,76
2022-01,2022,1,1128.6
2022-01,2022,1,266
2022-01,2022,1,753508.36
2022-01,2022,1,678994.03
2022-01,2022,1,3149.28
2022-01,2022,1,15767.48
2022-01,2022,1,0
2022-01,2022,1,4730.85
2022-01,2022,1,226452.44
2022-01,2022,1,61.2
2022-01,2022,1,7910.76
2022-01,2022,1,24589.67
2022-01,2022,1,480
2022-01,2022,1,440.8
2022-01,2022,1,253469.39
2022-01,2022,1,2278.33
2022-01,2022,1,3920212.46
2022-01,2022,1,6877.9
2022-01,2022,1,19257.12
2022-01,2022,1,68741.93
2022-01,2022,1,3654657.01
2022-01,2022,1,212346.84
2022-01,2022,1,7751.09
2022-01,2022,1,8636.8
2022-01,2022,1,87986.54
2022-01,2022,1,1320008.28
2022-01,2022,1,276.38
2022-01,2022,1,714.4
2022-01,2022,1,37796.13
2022-01,2022,1,1149507.35
2022-01,2022,1,299
2022-01,2022,1,0
2022-01,2022,1,252.32
2022-01,2022,1,1747.98
2022-01,2022,1,1157.85
2022-01,2022,1,0
2022-01,2022,1,-612.54
2022-01,2022,1,464
2022-01,2022,1,139
2022-01,2022,1,1979.55
2022-01,2022,1,642.42
2022-01,2022,1,231.57
2022-01,2022,1,0
2022-01,2022,1,830
2022-01,2022,1,2282.5
2022-01,2022,1,-531
2022-01,2022,1,2117
2022-01,2022,1,245.1
2022-01,2022,1,2389.5
2022-01,2022,1,0
2022-02,2022,2,270.9
2022-02,2022,2,2393.2
2022-02,2022,2,64
2022-02,2022,2,959.2
2022-02,2022,2,345.6
2022-02,2022,2,573.3
2022-02,2022,2,5217.09
2022-02,2022,2,45
2022-02,2022,2,6149.9
2022-02,2022,2,7752.1
2022-02,2022,2,78223.77
2022-02,2022,2,8613.2
2022-02,2022,2,3000
2022-02,2022,2,2051.2
2022-02,2022,2,1883.7
2022-02,2022,2,1151
2022-02,2022,2,32238.6
2022-02,2022,2,33601.3
2022-02,2022,2,0
2022-02,2022,2,0
2022-02,2022,2,8099.2
2022-02,2022,2,130.3
2022-02,2022,2,1993.6
2022-02,2022,2,31063.9
2022-02,2022,2,0
2022-02,2022,2,30418
2022-02,2022,2,3036.7
2022-02,2022,2,44053.9
2022-02,2022,2,170663.1
2022-02,2022,2,0
2022-02,2022,2,690
2022-02,2022,2,104.7
2022-02,2022,2,133.3
2022-02,2022,2,144792.82
2022-02,2022,2,2015
2022-02,2022,2,4687.2
2022-02,2022,2,66905.85
2022-02,2022,2,52
2022-02,2022,2,6712.3
2022-02,2022,2,173297.88
2022-02,2022,2,205.2
2022-02,2022,2,117
2022-02,2022,2,140636.9
2022-02,2022,2,621
2022-02,2022,2,1148.1
2022-02,2022,2,57
2022-02,2022,2,28184.7
2022-02,2022,2,19023.9
2022-02,2022,2,573.4
2022-02,2022,2,1378.8
2022-02,2022,2,21095.9
2022-02,2022,2,600
2022-02,2022,2,8773
2022-02,2022,2,0
2022-02,2022,2,1782.3
2022-02,2022,2,961256.67
2022-02,2022,2,6526.4
2022-02,2022,2,9260.47
2022-02,2022,2,6156.3
2022-02,2022,2,1254.6
2022-02,2022,2,11830
2022-02,2022,2,14190.5
2022-02,2022,2,14148
2022-02,2022,2,26366.7
2022-02,2022,2,660.8
2022-02,2022,2,15390
2022-02,2022,2,0
2022-02,2022,2,290741.6
2022-02,2022,2,484.5
2022-02,2022,2,0
2022-02,2022,2,165214.5
2022-02,2022,2,0
2022-02,2022,2,897
2022-02,2022,2,2280.3
2022-02,2022,2,12090
2022-02,2022,2,184116.4
2022-02,2022,2,69659.2
2022-02,2022,2,4460.8
2022-02,2022,2,1860.6
2022-02,2022,2,15458.53
2022-02,2022,2,89
2022-02,2022,2,0
2022-02,2022,2,998
2022-02,2022,2,9998
2022-02,2022,2,0
2022-02,2022,2,30
2022-02,2022,2,499
2022-02,2022,2,21057.8
2022-02,2022,2,421.2
2022-02,2022,2,23826.54
2022-02,2022,2,19735.74
2022-02,2022,2,54
2022-02,2022,2,119884.17
2022-02,2022,2,0
2022-02,2022,2,108346.06
2022-02,2022,2,308.4
2022-02,2022,2,103507.41
2022-02,2022,2,133226.44
2022-02,2022,2,30
2022-02,2022,2,144
2022-02,2022,2,127389.36
2022-02,2022,2,244.8
2022-02,2022,2,4483.12
2022-02,2022,2,36631.3
2022-02,2022,2,7650.61
2022-02,2022,2,736710.3
2022-02,2022,2,0
2022-02,2022,2,7812
2022-02,2022,2,16633.5
2022-02,2022,2,1519679.86
2022-02,2022,2,76561.61
2022-02,2022,2,6427.2
2022-02,2022,2,6184.5
2022-02,2022,2,58560.94
2022-02,2022,2,454815.43
2022-02,2022,2,107
2022-02,2022,2,0
2022-02,2022,2,43174.25
2022-02,2022,2,362201.45
2022-02,2022,2,483
2022-02,2022,2,0
2022-02,2022,2,3960
2022-02,2022,2,178
2022-02,2022,2,1506.6
2022-02,2022,2,231.57
2022-02,2022,2,2105
2022-02,2022,2,830
2022-03,2022,3,748.2
2022-03,2022,3,8497.6
2022-03,2022,3,56.2
2022-03,2022,3,132.4
2022-03,2022,3,48
2022-03,2022,3,144
2022-03,2022,3,819
2022-03,2022,3,16961.43
2022-03,2022,3,18793.56
2022-03,2022,3,32835.02
2022-03,2022,3,-772
2022-03,2022,3,3614.53
2022-03,2022,3,2376
2022-03,2022,3,7230.6
2022-03,2022,3,7992.6
2022-03,2022,3,8137.2
2022-03,2022,3,8368.7
2022-03,2022,3,0
2022-03,2022,3,-1448.4
2022-03,2022,3,556.99
2022-03,2022,3,428.4
2022-03,2022,3,12826.2
2022-03,2022,3,164.7
2022-03,2022,3,16424.5
2022-03,2022,3,70
2022-03,2022,3,5730.2
2022-03,2022,3,9180.4
2022-03,2022,3,4394.8
2022-03,2022,3,29646.35
2022-03,2022,3,0
2022-03,2022,3,966
2022-03,2022,3,139
2022-03,2022,3,52
2022-03,2022,3,34.9
2022-03,2022,3,1390.2
2022-03,2022,3,96849.29
2022-03,2022,3,7269
2022-03,2022,3,-1624
2022-03,2022,3,2530.8
2022-03,2022,3,-28.1
2022-03,2022,3,1345.5
2022-03,2022,3,811.2
2022-03,2022,3,11035.9
2022-03,2022,3,34996.5
2022-03,2022,3,142
2022-03,2022,3,12
2022-03,2022,3,-5114.7
2022-03,2022,3,414
2022-03,2022,3,-179.5
2022-03,2022,3,-176.4
2022-03,2022,3,889.2
2022-03,2022,3,858.5
2022-03,2022,3,290.7
2022-03,2022,3,91688.05
2022-03,2022,3,0
2022-03,2022,3,1911.78
2022-03,2022,3,115600.23
2022-03,2022,3,-2850.2
2022-03,2022,3,-2245.92
2022-03,2022,3,7412.91
2022-03,2022,3,0
2022-03,2022,3,0
2022-03,2022,3,15732
2022-03,2022,3,15112.9
2022-03,2022,3,-5464.58
2022-03,2022,3,1552.4
2022-03,2022,3,17139
2022-03,2022,3,873
2022-03,2022,3,0
2022-03,2022,3,0
2022-03,2022,3,60473.3
2022-03,2022,3,1396945.1
2022-03,2022,3,11646.22
2022-03,2022,3,0
2022-03,2022,3,345
2022-03,2022,3,300
2022-03,2022,3,6357
2022-03,2022,3,130462.1
2022-03,2022,3,101795.2
2022-03,2022,3,2733.6
2022-03,2022,3,2364.8
2022-03,2022,3,24793.89
2022-03,2022,3,534
2022-03,2022,3,1525.2
2022-03,2022,3,2994
2022-03,2022,3,4
2022-03,2022,3,399
2022-03,2022,3,45414.4
2022-03,2022,3,-3286.92
2022-03,2022,3,-2325.6
2022-03,2022,3,-57179.2
2022-03,2022,3,-84119.4
2022-03,2022,3,54
2022-03,2022,3,-950529.09
2022-03,2022,3,0
2022-03,2022,3,-506581.63
2022-03,2022,3,442.9
2022-03,2022,3,-15135.28
2022-03,2022,3,-478.8
2022-03,2022,3,-13863.85
2022-03,2022,3,-543771.06
2022-03,2022,3,-235986.68
2022-03,2022,3,-9554.4
2022-03,2022,3,-6831.76
2022-03,2022,3,-19355.6
2022-03,2022,3,-2748.13
2022-03,2022,3,-553924.8
2022-03,2022,3,-5115.06
2022-03,2022,3,-4605.64
2022-03,2022,3,-202.31
2022-03,2022,3,-14384.9
2022-03,2022,3,-11924.4
2022-03,2022,3,-115650.86
2022-03,2022,3,-9061.94
2022-03,2022,3,-2724.6
2022-03,2022,3,-693231.12
2022-03,2022,3,-2402.5
2022-03,2022,3,-12530.69
2022-03,2022,3,-497516.47
2022-03,2022,3,-387622.9
2022-03,2022,3,-605.9
2022-03,2022,3,-83600.38
2022-03,2022,3,-66396
2022-03,2022,3,-123.5
2022-03,2022,3,-321011.16
2022-03,2022,3,-618769.9
2022-03,2022,3,-20835.47
2022-03,2022,3,-21331.22
2022-03,2022,3,-224064.37
2022-03,2022,3,-281303.75
2022-03,2022,3,32698.4
2022-03,2022,3,0
2022-03,2022,3,-1025.88
2022-03,2022,3,-7569.6
2022-03,2022,3,-179.28
2022-03,2022,3,143
2022-03,2022,3,-46577.11
2022-03,2022,3,-49855.61
2022-03,2022,3,-56160.58
2022-03,2022,3,-25821.6
2022-03,2022,3,-115.37
2022-03,2022,3,-7.94
2022-03,2022,3,-1391.91
2022-03,2022,3,-82.38
2022-03,2022,3,-28460.7
2022-03,2022,3,-37777.03
2022-03,2022,3,-14907.93
2022-03,2022,3,-33294.21
2022-03,2022,3,-331.2
2022-03,2022,3,-1152
2022-03,2022,3,-6954
2022-03,2022,3,-2162.2
2022-03,2022,3,-9066.8
2022-03,2022,3,-1470.6
2022-03,2022,3,0
2022-03,2022,3,0
2022-04,2022,4,180.6
2022-04,2022,4,1395.6
2022-04,2022,4,38
2022-04,2022,4,1283.1
2022-04,2022,4,-623.88
2022-04,2022,4,3439.9
2022-04,2022,4,6873.1
2022-04,2022,4,25572.98
2022-04,2022,4,884.9
2022-04,2022,4,750
2022-04,2022,4,184
2022-04,2022,4,24.2
2022-04,2022,4,4904.8
2022-04,2022,4,72
2022-04,2022,4,68
2022-04,2022,4,1995
2022-04,2022,4,54
2022-04,2022,4,1859.41
2022-04,2022,4,1927.8
2022-04,2022,4,43
2022-04,2022,4,623
2022-04,2022,4,3177.3
2022-04,2022,4,5770.13
2022-04,2022,4,1786.5
2022-04,2022,4,26035.8
2022-04,2022,4,7017.99
2022-04,2022,4,0
2022-04,2022,4,138
2022-04,2022,4,282.7
2022-04,2022,4,216.3
2022-04,2022,4,163661.21
2022-04,2022,4,295.4
2022-04,2022,4,35420
2022-04,2022,4,0
2022-04,2022,4,-41.4
2022-04,2022,4,188
2022-04,2022,4,518.15
2022-04,2022,4,5125
2022-04,2022,4,15038.5
2022-04,2022,4,107.5
2022-04,2022,4,-6659.4
2022-04,2022,4,138
2022-04,2022,4,-5254.42
2022-04,2022,4,4000.5
2022-04,2022,4,900.8
2022-04,2022,4,7114
2022-04,2022,4,-4884.2
2022-04,2022,4,900
2022-04,2022,4,38941.6
2022-04,2022,4,280
2022-04,2022,4,296.4
2022-04,2022,4,-33430.27
2022-04,2022,4,1974.28
2022-04,2022,4,1599.42
2022-04,2022,4,-854.5
2022-04,2022,4,5956.5
2022-04,2022,4,32
2022-04,2022,4,-130.7
2022-04,2022,4,70
2022-04,2022,4,1305
2022-04,2022,4,159
2022-04,2022,4,4148.35
2022-04,2022,4,39716.8
2022-04,2022,4,0
2022-04,2022,4,7415.43
2022-04,2022,4,0
2022-04,2022,4,138
2022-04,2022,4,7821
2022-04,2022,4,69217
2022-04,2022,4,19115.2
2022-04,2022,4,4906.4
2022-04,2022,4,138.5
2022-04,2022,4,27005.97
2022-04,2022,4,445
2022-04,2022,4,784
2022-04,2022,4,9998
2022-04,2022,4,5998
2022-04,2022,4,28
2022-04,2022,4,399
2022-04,2022,4,6586.8
2022-04,2022,4,140.4
2022-04,2022,4,-32034.08
2022-04,2022,4,-5582.86
2022-04,2022,4,-255493.4
2022-04,2022,4,0
2022-04,2022,4,-187566.62
2022-04,2022,4,346.4
2022-04,2022,4,1923.94
2022-04,2022,4,-6387.53
2022-04,2022,4,60
2022-04,2022,4,117
2022-04,2022,4,-91782.96
2022-04,2022,4,489.6
2022-04,2022,4,46.8
2022-04,2022,4,268.1
2022-04,2022,4,-43568.96
2022-04,2022,4,-68
2022-04,2022,4,2727.28
2022-04,2022,4,-48341.46
2022-04,2022,4,13632.93
2022-04,2022,4,7752.12
2022-04,2022,4,3946.49
2022-04,2022,4,170
2022-04,2022,4,-101290.61
2022-04,2022,4,-4243.56
2022-04,2022,4,-1467.44
2022-04,2022,4,156.3
2022-04,2022,4,20539.1
2022-04,2022,4,788.8
2022-04,2022,4,0
2022-04,2022,4,11484
2022-04,2022,4,-2503.66
2022-04,2022,4,1210.14
2022-04,2022,4,-6052.36
2022-04,2022,4,-6492.26
2022-04,2022,4,-66414.24
2022-04,2022,4,-69059.32
2022-04,2022,4,-807.59
2022-04,2022,4,-9897.75
2022-04,2022,4,-2783.82
2022-04,2022,4,-5155.92
2022-04,2022,4,-14402.16
2022-04,2022,4,-9516.78
2022-04,2022,4,-39453.22
2022-04,2022,4,-68714.04
2022-04,2022,4,-463.6
2022-04,2022,4,-2939.3
2022-04,2022,4,-10469
2022-04,2022,4,0
2022-04,2022,4,0
2022-04,2022,4,0
2022-05,2022,5,1122.3
2022-05,2022,5,6553.4
2022-05,2022,5,1092
2022-05,2022,5,23729.2
2022-05,2022,5,12358.91
2022-05,2022,5,11806.26
2022-05,2022,5,11509.37
2022-05,2022,5,6763.39
2022-05,2022,5,0
2022-05,2022,5,-146.4
2022-05,2022,5,3.5
2022-05,2022,5,-685.6
2022-05,2022,5,188
2022-05,2022,5,0
2022-05,2022,5,1265.21
2022-05,2022,5,84.68
2022-05,2022,5,142.6
2022-05,2022,5,4734.8
2022-05,2022,5,540
2022-05,2022,5,9474.4
2022-05,2022,5,-8392.48
2022-05,2022,5,1898.6
2022-05,2022,5,-611.75
2022-05,2022,5,55327.87
2022-05,2022,5,0
2022-05,2022,5,690
2022-05,2022,5,0
2022-05,2022,5,36.1
2022-05,2022,5,156
2022-05,2022,5,656
2022-05,2022,5,0
2022-05,2022,5,146111.42
2022-05,2022,5,814
2022-05,2022,5,32890
2022-05,2022,5,13883.4
2022-05,2022,5,28.1
2022-05,2022,5,669.4
2022-05,2022,5,104
2022-05,2022,5,3852.7
2022-05,2022,5,1105
2022-05,2022,5,-462.83
2022-05,2022,5,-643.22
2022-05,2022,5,207
2022-05,2022,5,0
2022-05,2022,5,-2795.11
2022-05,2022,5,-777
2022-05,2022,5,288.5
2022-05,2022,5,2836.5
2022-05,2022,5,400
2022-05,2022,5,-6266.35
2022-05,2022,5,0
2022-05,2022,5,93241
2022-05,2022,5,420
2022-05,2022,5,74.1
2022-05,2022,5,-48779.25
2022-05,2022,5,1790.25
2022-05,2022,5,-5078.4
2022-05,2022,5,12464.7
2022-05,2022,5,-957.8
2022-05,2022,5,-96
2022-05,2022,5,464
2022-05,2022,5,10966.55
2022-05,2022,5,172.8
2022-05,2022,5,4725
2022-05,2022,5,738
2022-05,2022,5,0
2022-05,2022,5,1889.3
2022-05,2022,5,122242.8
2022-05,2022,5,19688.5
2022-05,2022,5,759
2022-05,2022,5,166.2
2022-05,2022,5,4165
2022-05,2022,5,91268.4
2022-05,2022,5,33987.2
2022-05,2022,5,15234.6
2022-05,2022,5,173.7
2022-05,2022,5,14687.95
2022-05,2022,5,1068
2022-05,2022,5,1400
2022-05,2022,5,2994
2022-05,2022,5,3992
2022-05,2022,5,4999
2022-05,2022,5,5998
2022-05,2022,5,140
2022-05,2022,5,0
2022-05,2022,5,32335.2
2022-05,2022,5,135.6
2022-05,2022,5,180196.74
2022-05,2022,5,77227.07
2022-05,2022,5,2245199.41
2022-05,2022,5,0
2022-05,2022,5,1413560.43
2022-05,2022,5,1239.8
2022-05,2022,5,27119.28
2022-05,2022,5,307.89
2022-05,2022,5,1447884.08
2022-05,2022,5,457310.17
2022-05,2022,5,113.46
2022-05,2022,5,415.56
2022-05,2022,5,155
2022-05,2022,5,8068.8
2022-05,2022,5,63
2022-05,2022,5,1494763.36
2022-05,2022,5,33010.74
2022-05,2022,5,23171.94
2022-05,2022,5,264.1
2022-05,2022,5,121.6
2022-05,2022,5,2580.49
2022-05,2022,5,24124.52
2022-05,2022,5,4637670.19
2022-05,2022,5,15572.6
2022-05,2022,5,23974.96
2022-05,2022,5,15219596.41
2022-05,2022,5,1029409.11
2022-05,2022,5,4086.44
2022-05,2022,5,1731.82
2022-05,2022,5,239201.77
2022-05,2022,5,1948865.84
2022-05,2022,5,508.76
2022-05,2022,5,789973.13
2022-05,2022,5,142339.95
2022-05,2022,5,322
2022-05,2022,5,0
2022-05,2022,5,688.9
2022-05,2022,5,8514
2022-05,2022,5,672.53
2022-05,2022,5,551.12
2022-05,2022,5,40504
2022-05,2022,5,0
2022-05,2022,5,0
2022-05,2022,5,0
2022-05,2022,5,0
2022-05,2022,5,431.6
2022-05,2022,5,4641.36
2022-05,2022,5,96577.14
2022-05,2022,5,25198.66
2022-05,2022,5,270
2022-05,2022,5,0
2022-05,2022,5,0
2022-05,2022,5,0
2022-06,2022,6,903
2022-06,2022,6,12284.2
2022-06,2022,6,96
2022-06,2022,6,518.7
2022-06,2022,6,13270.2
2022-06,2022,6,3217.5
2022-06,2022,6,23236.65
2022-06,2022,6,18655.8
2022-06,2022,6,17329.09
2022-06,2022,6,5625.1
2022-06,2022,6,-165.6
2022-06,2022,6,-81.1
2022-06,2022,6,168
2022-06,2022,6,7761.2
2022-06,2022,6,18908.2
2022-06,2022,6,0
2022-06,2022,6,-64.8
2022-06,2022,6,738.57
2022-06,2022,6,1238.07
2022-06,2022,6,38762.7
2022-06,2022,6,13179.75
2022-06,2022,6,18145.2
2022-06,2022,6,-891
2022-06,2022,6,68897.3
2022-06,2022,6,239598.15
2022-06,2022,6,29192.4
2022-06,2022,6,276
2022-06,2022,6,61704
2022-06,2022,6,-156
2022-06,2022,6,524.8
2022-06,2022,6,36.1
2022-06,2022,6,66188.07
2022-06,2022,6,2173
2022-06,2022,6,7540.5
2022-06,2022,6,-30.6
2022-06,2022,6,21776.5
2022-06,2022,6,910
2022-06,2022,6,242861.1
2022-06,2022,6,98.4
2022-06,2022,6,145342.25
2022-06,2022,6,1104
2022-06,2022,6,156
2022-06,2022,6,228
2022-06,2022,6,29119.42
2022-06,2022,6,34186.6
2022-06,2022,6,552.5
2022-06,2022,6,1366.2
2022-06,2022,6,4666.3
2022-06,2022,6,5940
2022-06,2022,6,51111.5
2022-06,2022,6,0
2022-06,2022,6,323.9
2022-06,2022,6,718195.95
2022-06,2022,6,2557.9
2022-06,2022,6,5952.1
2022-06,2022,6,30382.6
2022-06,2022,6,319.2
2022-06,2022,6,600
2022-06,2022,6,-126
2022-06,2022,6,9927
2022-06,2022,6,12352
2022-06,2022,6,98746.15
2022-06,2022,6,2890
2022-06,2022,6,8151
2022-06,2022,6,180
2022-06,2022,6,0
2022-06,2022,6,33040.2
2022-06,2022,6,48231.6
2022-06,2022,6,82587.95
2022-06,2022,6,0
2022-06,2022,6,1449
2022-06,2022,6,0
2022-06,2022,6,13275.75
2022-06,2022,6,23161
2022-06,2022,6,5803.2
2022-06,2022,6,8367.2
2022-06,2022,6,436
2022-06,2022,6,9779.63
2022-06,2022,6,299.9
2022-06,2022,6,1162
2022-06,2022,6,9998
2022-06,2022,6,5998
2022-06,2022,6,0
2022-06,2022,6,0
2022-06,2022,6,399
2022-06,2022,6,22904.1
2022-06,2022,6,23499
2022-06,2022,6,76.47
2022-06,2022,6,167129.77
2022-06,2022,6,38243.5
2022-06,2022,6,55.5
2022-06,2022,6,6568052.59
2022-06,2022,6,0
2022-06,2022,6,2676536.11
2022-06,2022,6,201.4
2022-06,2022,6,2671773.33
2022-06,2022,6,752514.52
2022-06,2022,6,17797.89
2022-06,2022,6,27360.21
2022-06,2022,6,23211.4
2022-06,2022,6,10658.1
2022-06,2022,6,5726404.6
2022-06,2022,6,71265.09
2022-06,2022,6,33907.5
2022-06,2022,6,27420.9
2022-06,2022,6,27022.6
2022-06,2022,6,34884
2022-06,2022,6,298.29
2022-06,2022,6,12074.86
2022-06,2022,6,14195371.57
2022-06,2022,6,24845.65
2022-06,2022,6,61202.51
2022-06,2022,6,27484982.18
2022-06,2022,6,3935235.61
2022-06,2022,6,7158.75
2022-06,2022,6,40859.85
2022-06,2022,6,29629.27
2022-06,2022,6,556532.27
2022-06,2022,6,8388517.78
2022-06,2022,6,56033.27
2022-06,2022,6,806769.45
2022-06,2022,6,286845.2
2022-06,2022,6,923
2022-06,2022,6,0
2022-06,2022,6,13983.84
2022-06,2022,6,826.68
2022-06,2022,6,156600.05
2022-06,2022,6,164080.25
2022-06,2022,6,15846
2022-06,2022,6,27136
2022-06,2022,6,16096.56
2022-06,2022,6,1593.6
2022-06,2022,6,178498.84
2022-06,2022,6,283249.8
2022-06,2022,6,135670.66
2022-06,2022,6,354310.77
2022-06,2022,6,4400
2022-06,2022,6,5216
2022-06,2022,6,0
2022-06,2022,6,0
2022-06,2022,6,0
2022-07,2022,7,673.5
2022-07,2022,7,5058.6
2022-07,2022,7,32
2022-07,2022,7,327.6
2022-07,2022,7,46213.1
2022-07,2022,7,35878.02
2022-07,2022,7,45703.69
2022-07,2022,7,226134.94
2022-07,2022,7,34607.37
2022-07,2022,7,1178.1
2022-07,2022,7,3052.8
2022-07,2022,7,10478.1
2022-07,2022,7,10523.3
2022-07,2022,7,161933.7
2022-07,2022,7,13556.83
2022-07,2022,7,0
2022-07,2022,7,1074.4
2022-07,2022,7,58.1
2022-07,2022,7,41798.36
2022-07,2022,7,1021.2
2022-07,2022,7,6818.8
2022-07,2022,7,600
2022-07,2022,7,44392.2
2022-07,2022,7,504
2022-07,2022,7,214246.85
2022-07,2022,7,15178.6
2022-07,2022,7,134212.2
2022-07,2022,7,476351.45
2022-07,2022,7,407015.5
2022-07,2022,7,138
2022-07,2022,7,36526
2022-07,2022,7,547.2
2022-07,2022,7,1054
2022-07,2022,7,610033.65
